book.delta.v1.0.2.10.1,book.delta.v1.0.2.10.5,book.delta.v1.0.2.2.1,book.delta.v2.0.2.10.5,book.imbalance.0.2.10.1,book.imbalance.0.2.5.1,trade.indicator.v1.0.2.5.1.power,trade.indicator.v1.0.2.5.5.power,trade.indicator.v1.0.2.5.5.sqrt
0.000000468253008,0.000007519529478,0.000004678282976,0.000005802948895,0.000000012186437,0.000000001904852,0.000049625401566,0.000027720120535,0.000065635709098
